Table S1. Transcripts differentially expressed compared to controls (0 dpi) in at least one time point (5% FDR).,,,,,
,,,,,
Ensembl transcript ID,zebrafish gene symbol,LFC: 2dpi-0dpi,LFC: 4dpi-0dpi,LFC: 7dpi-0dpi,LFC: 12dpi-0dpi
ENSDART00000000069,slc9a3r1a,-0.0198286209357911,-0.165096912847962,-0.579587832600954,-0.318451025864291
ENSDART00000000192,ptpn4b,-0.253123991128645,-0.355280060664116,-0.416236309070587,-0.192007000284159
ENSDART00000000280,stat1b,-0.00506601734766313,0.0353524806577177,0.819259145598447,0.412054224011823
ENSDART00000000486,cntn2,0.0152805188203757,0.733067847768541,1.81934502718907,1.71383291474483
ENSDART00000000678,opn1mw4,-0.668549106080843,-0.384195772614808,-0.152811604607318,-0.428104315157139
ENSDART00000000744,sypl2b,0.279822836435136,0.15713295467712,0.00700117192778765,-0.0940227153581394
ENSDART00000000804,slc8a1b,-0.216070414040702,-0.730017061143691,-0.564883210756811,-0.309532286565281
ENSDART00000000876,nr4a1,-2.26237244199683,-2.39908259238258,-2.14541590451779,-1.54372325379902
ENSDART00000001313,rimbp2,-0.292018190433407,-0.480722019201157,-0.1877172628093,0.0298194791925752
ENSDART00000001444,g2e3,0.95888774901862,1.06662610450136,0.575974767076612,0.288448068138703
ENSDART00000001678,adam8a,1.93471751775709,1.80244942628672,1.36840804535424,-0.216332340493336
ENSDART00000001795,sp3a,-0.269877105245056,-0.305437708047506,-0.0473061554481181,-0.0334962742993731
ENSDART00000001805,csmd2,-0.64663622885,-0.876947397537117,-0.300952212121474,-0.0726756826076132
ENSDART00000001861,slc6a22.1,0.50640304482415,0.610928969114344,0.211334169448829,-0.287297819303428
ENSDART00000001907,slc16a3,-0.228617593144107,-0.852511557515795,-0.452127784351895,-0.215137635680224
ENSDART00000002027,gulp1a,-0.229497305356227,-0.154479555402955,-0.27313003643849,-0.186901702481815
ENSDART00000002029,fkbp8,-0.0810209228433805,-0.107047697632888,-0.329759128097384,-0.0948979865279699
ENSDART00000002186,uck2a,0.696939340085096,0.733529046453241,0.658757387619479,0.43962120683851
ENSDART00000002250,hs6st2,0.156001692003335,0.36154448092775,0.514379395336979,0.208727247172623
ENSDART00000002309,mafba,0.31656273860829,0.132730938833846,0.0965549591545171,0.286187946469991
ENSDART00000002393,rundc3aa,-0.355283184728386,0.971542583204395,1.20923056826708,0.944629469036521
ENSDART00000002453,acsl4b,0.682559347446058,0.484852434337878,0.0565817393796817,-0.183902112817246
ENSDART00000002469,hspa4b,0.156626094883152,0.218681969960351,0.285696465586893,0.1033483480596
ENSDART00000002501,ip6k2a,-0.189409699169243,-0.526120261381977,-0.315517036479302,-0.114843314194133
ENSDART00000002556,mrto4,0.589078780940871,0.447556222312436,0.419365914777467,0.058126759046301
ENSDART00000002595,rpl21,0.369858389933871,0.366265800365615,0.201825483415813,-0.00405617941376887
ENSDART00000002641,kif26aa,0.255726279181498,0.476969919772217,0.587814689543155,0.342072455932074
ENSDART00000002684,ddx26b,-0.289572133043491,-0.160183272809897,-0.164172393714072,-0.0521228972813498
ENSDART00000002691,tspan7b,-0.507607244559433,-0.383440036296017,-0.192864147773037,0.0377331216547617
ENSDART00000002741,itprip,0.724094372516912,0.694272577958212,0.39732265313461,-0.0622983338288609
ENSDART00000002908,olfm1a,-0.612571687852696,-0.410284407598374,-0.115653645541604,0.220963820980391
ENSDART00000002932,marcksb,1.01682995770523,1.67741196167716,1.75810480264833,1.22987393073282
ENSDART00000002945,NPC2 (1 of many),3.18218020788434,2.13677918435891,1.40848039300555,0.0950153102775665
ENSDART00000002961,rcor2,-0.353333583895214,0.726682253803588,0.762799056774451,0.664353552128058
ENSDART00000003001,rpl23a,0.412203533795417,0.396855245331706,0.244635941990949,-0.0525630591813434
ENSDART00000003008,gad1b,-0.37529842532897,-0.380219054713442,-0.456528647364253,-0.347996362039806
ENSDART00000003042,mdkb,-0.4579823713452,-0.488604373157876,-0.629508021058398,-0.485178616037835
ENSDART00000003066,cyth1a,0.591135613432091,0.827117646100009,0.654961233928575,0.137500638173449
ENSDART00000003076,usp28,1.67644142513489,4.65954798821494,4.38402044760831,3.83978557284109
ENSDART00000003170,mid1ip1l,-0.359873820874443,-0.329776238491164,-0.564188118076495,-0.321447922309063
ENSDART00000003193,gpr183a,0.785395163887677,0.627703750031252,0.383370824597876,-0.244463732736668
ENSDART00000003248,nek2,0.657099138982385,0.725246979310657,0.481556645675194,0.191253132278912
ENSDART00000003278,tacr3l,-0.0986484966843442,-0.0849706792335814,-0.345458841987807,-0.125397677868876
ENSDART00000003293,mid2,-0.366666589323641,-0.252968542100789,-0.080242024651728,-0.101833487386552
ENSDART00000003296,sars,0.182171112466526,0.390636242164617,0.505424837086808,0.283972917203476
ENSDART00000003303,rnf13,4.71068286024075,4.41786248078241,3.70391123159886,4.35286987085734
ENSDART00000003314,nusap1,0.825744447993743,0.90824450905104,0.64726652234443,0.362947099669269
ENSDART00000003335,snx12,-0.102084433043635,-0.181980514362962,-0.477798179676755,-0.164930259539306
ENSDART00000003346,pdcd2l,-0.00760927919328853,-0.153705238471725,-0.388070334252385,-0.362770652279331
ENSDART00000003465,gipc2,-0.142551263284789,-0.216969239238809,-0.344609382073437,-0.269869980583102
ENSDART00000003475,ppef1,-3.70073529040589,-0.214052789792169,-0.165262449238699,-0.400509129353191
ENSDART00000003517,trmt61a,0.394655786769732,0.457245144140004,0.184403344606717,0.19719298958668
ENSDART00000003548,znf385a,-0.544762633302252,-0.635515272983546,-0.316063496630744,-0.128464507267618
ENSDART00000003550,nmnat2,-0.104759046020452,0.216048796040521,0.282752275946506,0.230034652790898
ENSDART00000003612,,-0.145765054353322,-0.499207075590387,-0.356868160262117,-0.607333409072745
ENSDART00000003648,wdr3,0.482670526777919,0.422648714120871,0.349517487648256,0.0892412224746747
ENSDART00000003690,acana,0.770985542335471,0.283939016766554,0.0587932214523943,0.105884753929287
ENSDART00000003736,anos1b,-0.470963792423124,-0.44236878734059,-0.444507654067724,-0.318716778889704
ENSDART00000003745,vim,0.110317427075408,0.814384019733124,0.97563678328806,0.646819018007952
ENSDART00000003752,cct3,0.348496547047787,0.40713066289723,0.410390239126817,0.168454535581126
ENSDART00000003790,pwp1,0.327566930331819,0.411455432957205,0.339342319314905,0.0855306975098244
ENSDART00000003825,cplx2l,-1.1211079928169,-0.523528157682057,0.430342309125642,0.533514858028339
ENSDART00000003891,jupa,0.359241943675943,1.29784396438695,1.55261948383236,0.724987275004288
ENSDART00000003913,ifih1,0.480118819165892,0.196152277209723,1.19919293141987,0.158891974091406
ENSDART00000003939,syngr1a,0.0534503115197782,-0.149997983657359,-0.371497083609983,-0.0661493869693683
ENSDART00000003947,flot2a,0.262220915514986,0.241361404326218,0.622111226731004,0.241297229788381
ENSDART00000003998,ewsr1b,0.136063726333389,0.0840771991822299,0.439371598156072,0.241694853512231
ENSDART00000004034,hpca,-0.538662148794551,-0.39192937778591,-0.242660915785343,-0.195867715371903
ENSDART00000004043,enpp4,-0.153333940139861,-0.216742775126735,-0.38855412071928,-0.343087399079082
ENSDART00000004065,zgc:91909,0.594004329218977,0.471640710187508,0.350756765635847,0.105236701918671
ENSDART00000004075,uqcc2,-0.167833305485481,-0.222493803664135,-0.340331705923551,-0.22491367766549
ENSDART00000004109,gng3,-0.129761126783463,0.224238644558747,0.384018687833639,0.329285885328103
ENSDART00000004200,sarm1,0.137263217653733,0.386089559271526,0.382312261667537,0.289727310021931
ENSDART00000004238,rpl7a,0.295188189274008,0.336446741710017,0.303958011108771,0.0133383518592844
ENSDART00000004241,inhbaa,0.208890492865337,-0.320243780303816,-0.370155552754833,-0.220482209014965
ENSDART00000004392,fkbp9,0.758370209455892,0.583896418650709,0.42797191517287,-0.289954898996276
ENSDART00000004416,lrp1ba,-0.680071532292342,-0.933155050902552,-0.315048731460584,0.190157159946731
ENSDART00000004420,rab4a,-0.104588347703568,-0.223085036030529,-0.330744686476209,-0.154422822504767
ENSDART00000004423,iars,0.363891151755752,0.394414274169164,0.599518688974182,0.155539421616432
ENSDART00000004474,mapre1b,0.531914946667811,0.849936108203426,0.970422655584732,0.515027849145905
ENSDART00000004521,arih2,-0.124662771361899,-0.251962222904522,-0.0013753466989716,0.0510846051639198
ENSDART00000004548,barhl1b,-2.47282509548265,-1.4165609404886,-0.268019578690688,0.2301830469965
ENSDART00000004550,rnf145a,-0.0450347624400886,-0.327456150644693,-0.349649693978006,0.14194075835266
ENSDART00000004588,asic1a,0.159371955070747,0.158599541444064,0.248620424927332,0.288433907297902
ENSDART00000004601,laptm4a,-0.204616660308698,-0.134693111286568,-0.288435618579082,-0.251769605059294
ENSDART00000004622,sf3b4,0.222493414918956,0.28622502697033,0.527062646475508,0.243398322848124
ENSDART00000004626,sec62,-0.335700502471032,-0.25907022952013,-0.147831829989173,-0.155829549281915
ENSDART00000004656,GCA,0.318444392616719,0.283040087066968,0.0608107508104578,-0.123164086202698
ENSDART00000004664,tram1,0.41027647097114,0.318086482185671,0.103470745524718,-0.163408871877133
ENSDART00000004717,igf1,-0.688444818149222,-0.421253016912957,-0.113182850041353,0.107184311905345
ENSDART00000004740,rab34b,1.81284078020156,2.34090196781495,1.77952344592046,1.63959863193405
ENSDART00000004780,man2b1,0.352578137644126,0.195228444567397,0.0622985990224408,-0.189062833544188
ENSDART00000004903,rdh10b,-0.385872947718278,-0.191594840497383,-0.565090954399171,-0.486336463709239
ENSDART00000005053,slc12a4,-0.135764976804565,-0.0398027058052934,-0.399029266934492,-0.999098872185048
ENSDART00000005086,atp1a1b,-0.434454877633438,-0.290341007018788,-0.0963885418378302,-0.0969735014555872
ENSDART00000005105,psme1,0.846890996905983,0.915850538585298,1.15983552189287,0.124970842568556
ENSDART00000005119,eif3i,0.208433038467745,0.349717287890653,0.244101268653271,0.0534589547862731
